Sun Apr 29 14:23:58 CEST 2012;0.8244752894500003;0.013831898779719607
Sun Apr 29 17:54:42 CEST 2012;0.8290431442333334;0.010033829346078008
Sun Apr 29 19:29:09 CEST 2012;0.9436786797500002;0.10868420220177046
Sun Apr 29 20:46:53 CEST 2012;0.8388740072666672;0.011336891887020906
Sun Apr 29 21:16:52 CEST 2012;0.8406891239000001;0.012868176473052325
Sun Apr 29 21:33:55 CEST 2012;0.8337336588666667;0.01158206108835825
Mon Apr 30 18:20:33 CEST 2012;0.7811593163666668;0.010552373825642903
Mon Apr 30 20:10:24 CEST 2012;0.7963783036750003;0.011021811807498916
Mon May 07 23:09:53 CEST 2012;0.0038673005283203134;4.5824246994458827E-4
Mon May 07 23:28:34 CEST 2012;0.003933856966145833;5.44703757866922E-4
Tue May 08 21:31:33 CEST 2012;0.0038306668041015635;4.6965839667901854E-4
Wed Aug 01 11:08:15 CEST 2012;0.005840428670377606;5.14105995773819E-4
Wed Aug 01 12:50:10 CEST 2012;0.00536352016106771;0.0010962704757568353
